image_name,type,clss,img_shp_0_init,img_shape1_init,img_shp_0,img_shp_1,sh0_start,sh1_start,sh0_end,sh1_end
1273.jpg,train,1,3264,2448,176,177,1,32,160,159
1274.jpg,train,1,4128,3096,255,192,43,21,192,178
1275.jpg,train,1,3264,2448,185,173,1,1,184,150
1279.jpg,train,1,4128,3096,255,192,47,1,254,163
1280.jpg,train,1,3264,2448,156,143,43,33,123,119
1282.jpg,train,1,4128,3096,255,192,1,1,218,191
1283.jpg,train,1,4128,3096,255,192,1,1,254,191
1286.jpg,train,1,4128,3096,247,192,35,1,246,178
1288.jpg,train,1,4128,3096,255,192,1,1,212,191
1290.jpg,train,1,3264,2448,177,170,63,54,176,132
1291.jpg,train,1,4128,3096,157,155,1,11,156,154
1292.jpg,train,1,3264,2448,169,174,54,1,168,159
1293.jpg,train,1,4128,3096,176,177,63,1,175,164
1294.jpg,train,1,4128,3096,238,183,15,1,218,182
1295.jpg,train,1,3264,2448,186,171,1,33,137,132
1296.jpg,train,1,3264,2448,176,174,1,71,86,156
1297.jpg,train,1,4128,3096,238,192,68,1,214,172
1298.jpg,train,1,3264,2448,198,152,19,29,134,133
1299.jpg,train,1,4128,3096,255,192,121,21,225,153
130.jpg,train,1,4128,3096,239,191,1,1,238,190
1301.jpg,train,1,4128,3096,255,192,34,33,225,167
1302.jpg,train,1,4128,3096,255,192,1,1,221,176
1303.jpg,train,1,3264,2448,149,151,12,1,148,131
1304.jpg,train,1,4128,3096,255,192,1,1,254,191
1305.jpg,train,1,4128,3096,255,192,37,39,196,169
1309.jpg,train,1,4128,3096,255,192,1,12,188,191
131.jpg,train,1,3264,2448,148,148,1,12,111,118
1310.jpg,train,1,4128,3096,202,192,55,35,150,142
1311.jpg,train,1,4128,3096,253,192,62,1,252,165
1312.jpg,train,1,3264,2448,179,179,13,84,122,178
1313.jpg,train,1,4160,3120,255,192,84,1,254,176
1314.jpg,train,1,4128,3096,255,192,1,1,254,191
1315.jpg,train,1,4128,3096,255,192,40,16,189,161
1316.jpg,train,1,3264,2448,255,192,14,1,254,140
1317.jpg,train,1,4128,3096,255,192,1,32,208,191
1318.jpg,train,1,4128,3096,185,185,39,26,162,158
1319.jpg,train,1,4128,3096,255,192,1,1,254,191
1320.jpg,train,1,4128,3096,255,192,91,19,221,125
1321.jpg,train,1,3264,2448,255,192,52,1,254,191
1322.jpg,train,1,4128,3096,255,192,12,1,254,191
1323.jpg,train,1,4128,3096,255,192,36,23,200,191
1326.jpg,train,1,4128,3096,255,192,1,1,254,191
1328.jpg,train,1,4128,3096,208,185,46,45,188,158
1329.jpg,train,1,3264,2448,255,192,46,1,234,160
133.jpg,train,1,3264,2448,185,162,36,15,143,161
1330.jpg,train,1,4128,3096,255,192,21,1,166,191
1332.jpg,train,1,4128,3096,251,192,34,32,231,191
1334.jpg,train,1,4128,3096,255,192,1,1,171,171
1335.jpg,train,1,3264,2448,147,149,1,1,50,148
1336.jpg,train,1,4128,3096,255,192,1,1,254,191
1337.jpg,train,1,4128,3096,255,192,1,1,143,166
1338.jpg,train,1,4128,3096,255,192,50,1,221,161
134.jpg,train,1,4128,3096,255,192,30,1,210,191
1340.jpg,train,1,4128,3096,243,192,22,20,232,160
1341.jpg,train,1,4128,3096,255,192,26,1,254,159
1342.jpg,train,1,3264,2448,183,173,33,61,151,160
1343.jpg,train,1,4128,3096,255,192,1,1,254,191
1344.jpg,train,1,4128,3096,255,192,55,1,199,122
1345.jpg,train,1,4128,3096,255,192,1,1,178,191
1348.jpg,train,1,3264,2448,172,180,1,1,171,179
135.jpg,train,1,4128,3096,239,192,18,1,225,191
1350.jpg,train,1,4128,3096,255,192,1,1,254,191
1352.jpg,train,1,3264,2448,178,179,40,23,177,151
1353.jpg,train,1,3264,2448,255,192,35,31,180,173
1355.jpg,train,1,3264,2448,216,171,1,37,147,170
1356.jpg,train,1,4128,3096,188,182,45,27,171,160
1357.jpg,train,1,4128,3096,255,192,11,1,235,191
1358.jpg,train,1,4128,3096,255,192,65,33,203,177
1359.jpg,train,1,3264,2448,151,151,1,1,150,150
136.jpg,train,1,4128,3096,147,154,1,1,75,96
1361.jpg,train,1,4128,3096,255,192,1,1,183,191
1362.jpg,train,1,3264,2448,255,192,50,1,182,116
1363.jpg,train,1,4128,3096,255,192,33,1,254,191
1364.jpg,train,1,3264,2448,226,192,64,36,167,157
1365.jpg,train,1,3264,2448,155,146,18,1,127,145
1368.jpg,train,1,3264,2448,176,177,17,1,160,143
1369.jpg,train,1,4128,3096,185,185,1,1,184,184
137.jpg,train,1,4128,3096,255,192,100,34,187,145
1371.jpg,train,1,4128,3096,255,192,1,1,254,191
1373.jpg,train,1,4128,3096,255,192,1,1,254,191
1375.jpg,train,1,4128,3096,179,159,1,45,178,158
1376.jpg,train,1,4128,3096,255,192,1,1,254,191
1377.jpg,train,1,4128,3096,255,192,1,1,231,191
1378.jpg,train,1,4128,3096,155,155,1,1,154,154
1379.jpg,train,1,4128,3096,255,192,38,1,162,167
1380.jpg,train,1,4128,3096,255,192,1,1,254,159
1381.jpg,train,1,3264,2448,255,192,1,1,254,191
1382.jpg,train,1,4128,3096,218,182,47,31,162,131
1383.jpg,train,1,4128,3096,255,192,1,1,254,168
1384.jpg,train,1,3264,2448,255,192,34,1,254,191
1385.jpg,train,1,4128,3096,255,192,20,1,193,191
1386.jpg,train,1,4128,3096,255,192,1,1,167,191
1387.jpg,train,1,4160,3120,255,192,1,1,254,191
1388.jpg,train,1,4128,3096,252,192,60,36,209,165
1389.jpg,train,1,4128,3096,173,172,17,13,130,138
139.jpg,train,1,4128,3096,240,185,53,12,200,159
1390.jpg,train,1,4128,3096,240,187,1,1,211,186
1391.jpg,train,1,3264,2448,141,155,29,35,130,130
1392.jpg,train,1,3264,2448,163,148,63,41,111,105
1393.jpg,train,1,4128,3096,255,192,15,1,201,167
1395.jpg,train,1,4128,3096,255,192,42,42,228,166
1397.jpg,train,1,4128,3096,255,192,24,1,207,160
1398.jpg,train,1,4128,3096,255,192,89,31,213,191
1399.jpg,train,1,4128,3096,255,192,40,30,208,191
14.jpg,train,1,4128,3096,190,182,23,30,163,156
140.jpg,train,1,3264,2448,186,176,27,1,185,175
1400.jpg,train,1,4128,3096,255,192,1,1,254,191
1405.jpg,train,1,4128,3096,255,192,12,1,232,191
1406.jpg,train,1,4128,3096,255,192,1,1,254,191
1407.jpg,train,1,3264,2448,165,187,1,36,145,186
1409.jpg,train,1,4128,3096,161,192,1,1,160,191
1410.jpg,train,1,4128,3096,161,148,1,1,112,147
1411.jpg,train,1,4128,3096,255,192,1,1,254,191
1413.jpg,train,1,4128,3096,255,192,1,1,254,178
1414.jpg,train,1,4128,3096,255,192,1,1,254,191
1415.jpg,train,1,3264,2448,175,176,1,55,122,175
1416.jpg,train,1,4128,3096,255,192,99,1,254,191
1418.jpg,train,1,4128,2322,202,143,52,41,157,116
1419.jpg,train,1,4128,3096,248,192,33,12,160,178
1421.jpg,train,1,2448,3264,177,170,41,25,138,131
1423.jpg,train,1,4128,2322,249,144,15,1,155,143
1425.jpg,train,1,3264,2448,145,154,26,28,117,111
1426.jpg,train,1,4160,3120,255,192,16,1,229,191
1427.jpg,train,1,4128,3096,255,192,40,1,206,191
1428.jpg,train,1,3264,2448,187,172,1,1,162,171
1430.jpg,train,1,3264,2448,253,192,37,16,238,191
1432.jpg,train,1,3264,2448,177,173,62,1,176,139
1433.jpg,train,1,4128,3096,255,192,1,1,254,191
1434.jpg,train,1,4128,3096,213,192,1,12,198,180
1435.jpg,train,1,3264,2448,190,169,1,1,115,168
1436.jpg,train,1,4128,3096,255,192,35,1,254,191
1439.jpg,train,1,4128,3096,166,146,1,1,140,121
1440.jpg,train,1,4128,3096,216,191,11,11,157,156
1442.jpg,train,1,4128,3096,255,192,86,1,254,179
1444.jpg,train,1,3088,4128,190,256,1,1,189,149
1445.jpg,train,1,3264,2448,150,150,23,19,149,149
1446.jpg,train,1,3264,2448,255,192,33,11,184,166
1448.jpg,train,1,4128,3096,255,192,13,1,196,191
1449.jpg,train,1,4128,3096,255,192,59,1,219,122
1450.jpg,train,1,4128,3096,255,192,12,1,254,181
1451.jpg,train,1,3264,2448,148,150,1,17,147,128
1452.jpg,train,1,3264,2448,176,174,1,39,121,131
1453.jpg,train,1,3264,2448,148,153,20,28,129,128
1454.jpg,train,1,3264,2448,255,191,31,30,177,153
1456.jpg,train,1,4128,3096,151,153,1,1,150,134
1457.jpg,train,1,4128,3096,255,192,51,1,220,191
1458.jpg,train,1,3264,2448,193,175,31,1,154,150
1459.jpg,train,1,4128,3096,255,192,61,1,254,191
146.jpg,train,1,4128,3096,255,192,18,1,207,191
1460.jpg,train,1,640,480,176,177,19,32,136,141
1461.jpg,train,1,3264,2448,148,149,1,19,147,130
1462.jpg,train,1,4128,3096,239,192,37,20,217,179
1463.jpg,train,1,4128,3096,223,192,49,1,207,179
1465.jpg,train,1,3264,2448,185,141,18,23,145,140
1466.jpg,train,1,4128,3096,154,157,28,31,136,124
1467.jpg,train,1,3264,2448,180,167,79,44,179,154
147.jpg,train,1,4128,3096,255,192,111,1,254,191
1470.jpg,train,1,4128,3096,240,192,30,30,159,170
1471.jpg,train,1,3264,2448,230,171,55,29,207,170
1474.jpg,train,1,4128,3096,255,192,48,22,207,151
1475.jpg,train,1,4128,3096,255,192,1,1,194,191
1476.jpg,train,1,3264,2448,149,151,1,15,131,119
1478.jpg,train,1,3264,2448,187,166,1,1,154,140
1480.jpg,train,1,4128,3096,255,192,1,35,219,191
1481.jpg,train,1,4128,3096,211,190,32,18,168,160
1482.jpg,train,1,3264,2448,255,192,1,1,254,191
1485.jpg,train,1,4128,3096,255,192,35,1,254,191
1486.jpg,train,1,4128,3096,255,192,1,1,152,159
1487.jpg,train,1,4160,3120,223,191,1,1,166,171
149.jpg,train,1,4128,3096,188,179,27,13,158,165
1492.jpg,train,1,4128,3096,147,155,19,1,132,130
1494.jpg,train,1,4128,3096,253,192,11,1,155,128
1496.jpg,train,1,4160,3120,226,190,1,1,171,172
1497.jpg,train,1,4128,3096,255,192,58,1,254,181
1498.jpg,train,1,4128,3096,183,184,1,28,140,138
15.jpg,train,1,4128,3096,255,192,55,69,208,181
150.jpg,train,1,4128,3096,218,182,50,27,175,152
1500.jpg,train,1,3264,2448,188,166,13,56,165,165
1501.jpg,train,1,4128,3096,195,192,1,30,194,149
1502.jpg,train,1,4128,3096,255,192,1,1,254,191
151.jpg,train,1,4128,3096,255,192,1,1,254,191
1511.jpg,train,1,3264,2448,255,192,55,24,201,169
1513.jpg,train,1,4128,3096,193,179,68,19,192,157
1514.jpg,train,1,4128,3096,204,192,40,23,203,158
1517.jpg,train,1,4128,3096,186,186,15,35,156,162
152.jpg,train,1,4128,3096,255,192,73,32,221,162
1520.jpg,train,1,3264,2448,180,169,1,25,137,152
1521.jpg,train,1,2448,3264,191,256,1,1,190,255
1525.jpg,train,1,4128,3096,255,192,1,1,218,191
1527.jpg,train,1,4128,3096,255,192,48,44,244,191
1528.jpg,train,1,4128,3096,153,153,1,1,115,152
153.jpg,train,1,4128,3096,255,192,1,1,254,191
1531.jpg,train,1,4128,3096,169,157,38,82,96,156
1533.jpg,train,1,4128,3096,255,192,50,11,205,154
1534.jpg,train,1,4128,3096,148,160,25,18,147,159
1536.jpg,train,1,3264,2448,179,180,1,22,163,122
1540.jpg,train,1,4128,3096,255,192,13,1,191,142
1543.jpg,train,1,4128,3096,255,190,55,23,206,169
1544.jpg,train,1,4128,3096,255,192,52,21,254,191
1545.jpg,train,1,4128,3096,255,192,37,28,211,164
1546.jpg,train,1,3264,2448,155,142,29,36,133,109
1549.jpg,train,1,4128,3096,156,156,29,29,128,128
155.jpg,train,1,4128,3096,255,192,37,1,254,191
1552.jpg,train,1,4128,3096,214,192,1,1,213,191
1553.jpg,train,1,3264,2448,186,174,35,29,151,147
1554.jpg,train,1,4128,3096,249,192,40,46,220,191
1555.jpg,train,1,4128,3096,184,157,1,1,183,156
1557.jpg,train,1,4128,3096,222,192,47,14,187,170
1559.jpg,train,1,4128,3096,255,192,1,1,254,191
156.jpg,train,1,4128,3096,252,192,38,1,236,163
1560.jpg,train,1,4128,3096,200,191,56,49,185,179
1561.jpg,train,1,4128,3096,255,192,32,61,254,191
1564.jpg,train,1,4128,3096,255,192,17,33,215,191
1567.jpg,train,1,4128,3096,219,188,91,62,170,150
157.jpg,train,1,3264,2448,255,192,181,37,254,191
1572.jpg,train,1,4128,3096,255,192,1,1,254,191
1573.jpg,train,1,3264,2448,180,173,1,52,89,154
1576.jpg,train,1,4128,3096,255,192,41,1,209,174
1577.jpg,train,1,4128,3096,240,192,1,1,239,177
1578.jpg,train,1,4128,3096,255,192,1,1,208,191
1579.jpg,train,1,4128,3096,255,192,35,40,211,191
1581.jpg,train,1,4128,3096,255,192,1,15,200,191
1582.jpg,train,1,4128,3096,255,192,43,1,254,191
1584.jpg,train,1,4128,3096,180,192,25,21,160,139
1585.jpg,train,1,3264,2448,181,175,1,36,180,145
1586.jpg,train,1,4128,3096,255,192,28,1,213,131
1587.jpg,train,1,4128,3096,255,192,40,47,216,191
159.jpg,train,1,4128,3096,255,192,1,1,254,191
1591.jpg,train,1,4128,3096,255,192,50,21,200,167
1592.jpg,train,1,4128,3096,255,192,52,25,206,173
1593.jpg,train,1,4160,3120,255,192,30,41,254,191
1594.jpg,train,1,4128,3096,249,192,13,1,218,154
1599.jpg,train,1,3264,2448,177,171,32,40,139,136
16.jpg,train,1,4128,3096,255,192,41,1,215,168
160.jpg,train,1,3264,2448,181,175,1,1,141,174
1602.jpg,train,1,4128,3096,255,192,50,1,254,191
1603.jpg,train,1,4128,3096,255,192,70,1,254,191
1606.jpg,train,1,4160,3120,255,192,25,23,138,112
1607.jpg,train,1,3264,2448,255,192,1,1,254,191
1608.jpg,train,1,4128,3096,154,155,47,48,115,136
1609.jpg,train,1,4160,3120,255,192,1,1,254,191
161.jpg,train,1,4128,3096,255,192,34,45,179,148
1610.jpg,train,1,4128,3096,255,192,54,1,201,180
1614.jpg,train,1,4128,3096,255,192,29,1,254,191
1616.jpg,train,1,4128,3096,209,192,39,30,160,163
1617.jpg,train,1,4128,3096,255,192,40,1,161,136
162.jpg,train,1,3264,2448,254,176,61,30,143,143
1622.jpg,train,1,4128,3096,179,174,1,26,137,145
1624.jpg,train,1,4128,3096,152,159,1,1,151,158
1625.jpg,train,1,4128,3096,183,192,27,21,163,125
1627.jpg,train,1,3264,2448,255,192,1,1,254,179
1628.jpg,train,1,4128,3096,218,190,41,41,146,120
1629.jpg,train,1,4128,3096,218,182,79,32,217,142
163.jpg,train,1,4128,3096,255,192,1,1,254,191
1631.jpg,train,1,4128,2322,241,144,1,1,240,143
1632.jpg,train,1,4128,3096,236,186,48,24,196,165
1634.jpg,train,1,4128,3096,255,192,21,1,254,191
1639.jpg,train,1,4128,3096,255,192,67,33,172,132
164.jpg,train,1,4128,3096,155,156,1,1,154,128
1641.jpg,train,1,3264,2448,149,177,1,1,134,176
1646.jpg,train,1,4128,3096,160,151,1,45,147,150
1649.jpg,train,1,4128,3096,171,172,50,1,170,124
165.jpg,train,1,4128,3096,251,192,1,1,222,191
1650.jpg,train,1,3264,2448,181,175,1,1,144,174
1652.jpg,train,1,3264,2448,157,142,33,23,122,118
1654.jpg,train,1,4160,3120,153,153,1,24,117,110
1655.jpg,train,1,4128,3096,255,192,22,1,254,191
1657.jpg,train,1,4128,3096,255,192,1,1,254,191
1658.jpg,train,1,4128,3096,255,192,1,1,254,191
1659.jpg,train,1,4128,3096,255,192,1,1,254,191
1660.jpg,train,1,4128,3096,255,192,1,1,254,191
1662.jpg,train,1,4128,3096,255,192,1,1,187,173
1663.jpg,train,1,4128,3096,255,192,34,1,209,191
1667.jpg,train,1,4160,3120,211,192,1,1,168,176
167.jpg,train,1,640,480,176,178,11,35,144,177
1670.jpg,train,1,3096,4128,191,255,1,41,171,222
1672.jpg,train,1,4128,3096,255,192,32,46,205,191
1674.jpg,train,1,4128,3096,153,154,1,1,138,153
1677.jpg,train,1,4128,3096,255,192,1,1,254,191
1678.jpg,train,1,4160,3120,152,153,1,1,125,123
168.jpg,train,1,4128,3096,242,192,12,1,241,191
1681.jpg,train,1,4128,3096,148,159,1,1,147,158
1684.jpg,train,1,4128,3096,152,153,35,1,151,106
1687.jpg,train,1,4128,3096,255,192,1,1,237,191
1688.jpg,train,1,3264,2448,179,173,1,55,92,154
169.jpg,train,1,3264,2448,255,192,1,1,254,191
1690.jpg,train,1,4128,3096,255,192,1,1,254,191
1691.jpg,train,1,3264,2448,177,177,1,21,156,142
1692.jpg,train,1,4160,3120,255,192,98,36,200,144
1696.jpg,train,1,4128,3096,255,192,1,1,204,191
1698.jpg,train,1,4128,3096,156,158,1,1,155,140
17.jpg,train,1,4128,3096,192,191,33,1,191,190
1701.jpg,train,1,3264,2448,181,174,1,28,137,173
1703.jpg,train,1,4128,3096,255,192,1,1,254,180
1705.jpg,train,1,4128,3096,255,192,1,1,240,191
1708.jpg,train,1,4128,3096,255,192,43,1,194,164
1709.jpg,train,1,4128,3096,255,192,17,1,254,191
1710.jpg,train,1,4160,3120,255,192,1,1,125,191
1712.jpg,train,1,4128,3096,239,192,16,1,218,179
1714.jpg,train,1,4128,3096,255,192,1,48,193,191
1715.jpg,train,1,4128,3096,255,192,1,1,188,191
1719.jpg,train,1,4128,3096,154,155,1,1,153,154
172.jpg,train,1,4128,3096,210,192,35,1,209,166
1720.jpg,train,1,3264,2448,185,168,1,1,113,141
1721.jpg,train,1,4128,3096,236,192,1,1,225,191
1726.jpg,train,1,4160,3120,255,192,57,1,254,191
173.jpg,train,1,3264,2448,237,192,1,1,236,191
1733.jpg,train,1,4128,3096,255,192,33,14,207,174
1734.jpg,train,1,4128,3096,255,192,18,1,254,191
1735.jpg,train,1,4128,3096,255,192,72,12,254,191
1738.jpg,train,1,3264,2448,185,189,1,25,81,174
1742.jpg,train,1,4128,3096,255,192,48,14,222,191
1743.jpg,train,1,4128,3096,255,192,43,22,210,169
1744.jpg,train,1,4128,3096,255,192,14,1,151,140
1745.jpg,train,1,4160,3120,208,163,39,32,142,162
1747.jpg,train,1,4128,3096,255,192,104,37,254,191
1749.jpg,train,1,640,480,211,191,1,24,172,175
175.jpg,train,1,3264,2448,177,168,35,26,154,149
1752.jpg,train,1,3264,2448,200,170,25,17,135,123
1753.jpg,train,1,4128,3096,255,192,1,1,254,191
1754.jpg,train,1,4128,3096,255,192,20,15,198,191
1755.jpg,train,1,3264,2448,183,183,1,1,170,169
1756.jpg,train,1,3264,2448,189,162,34,29,174,140
1758.jpg,train,1,3264,2448,173,183,53,1,172,129
1759.jpg,train,1,4128,3096,255,192,50,51,244,191
176.jpg,train,1,3264,2448,215,191,1,41,182,167
1760.jpg,train,1,640,480,182,178,1,26,169,140
1761.jpg,train,1,4128,3096,231,192,1,1,219,191
1763.jpg,train,1,4128,3096,255,192,1,1,234,180
1764.jpg,train,1,3264,2448,237,176,57,1,196,163
1766.jpg,train,1,3264,2448,176,176,14,33,121,148
177.jpg,train,1,3264,2448,255,192,1,1,229,191
1770.jpg,train,1,4128,3096,230,192,34,1,213,191
1772.jpg,train,1,4128,3096,255,192,1,1,227,191
1773.jpg,train,1,4128,3096,255,192,1,1,254,191
1776.jpg,train,1,3264,2448,255,189,1,27,187,188
1777.jpg,train,1,4128,3096,255,192,1,1,254,191
1778.jpg,train,1,4128,3096,219,184,27,24,182,154
178.jpg,train,1,4160,3120,255,192,11,26,178,152
1782.jpg,train,1,4128,3096,196,192,40,1,195,191
1783.jpg,train,1,2448,3264,191,256,1,1,190,255
1788.jpg,train,1,3264,2448,187,169,35,50,133,145
179.jpg,train,1,4128,3096,255,192,1,1,237,191
1792.jpg,train,1,4128,3096,255,170,60,56,204,169
1795.jpg,train,1,4128,3096,255,192,1,1,254,191
180.jpg,train,1,4128,3096,255,192,48,29,205,191
1806.jpg,train,1,4128,3096,255,192,29,1,203,167
1808.jpg,train,1,3264,2448,186,168,1,40,128,139
1809.jpg,train,1,4128,3096,255,192,1,1,215,191
1811.jpg,train,1,3264,2448,179,177,23,37,135,151
1813.jpg,train,1,4128,3096,163,161,1,1,162,160
1815.jpg,train,1,3264,2448,180,176,1,1,179,132
1817.jpg,train,1,4128,3096,255,192,1,28,215,191
1818.jpg,train,1,4128,3096,255,192,63,1,191,142
1819.jpg,train,1,4128,3096,167,154,11,21,142,153
182.jpg,train,1,4128,3096,255,192,39,28,235,165
1820.jpg,train,1,4128,3096,214,192,1,1,213,191
1821.jpg,train,1,4128,3096,216,184,54,54,132,126
1823.jpg,train,1,4128,3096,194,192,1,29,193,191
1824.jpg,train,1,3264,2448,204,142,1,1,177,119
1827.jpg,train,1,4128,3096,255,192,1,1,254,191
183.jpg,train,1,3264,2448,157,162,114,27,141,112
1830.jpg,train,1,4128,3096,255,192,1,1,254,191
1833.jpg,train,1,4128,3096,211,190,35,17,174,171
1836.jpg,train,1,4128,3096,154,157,19,30,120,127
1837.jpg,train,1,4128,3096,159,151,23,1,129,114
1838.jpg,train,1,3264,2448,255,192,1,1,254,191
1839.jpg,train,1,4128,3096,195,170,30,18,149,148
184.jpg,train,1,3264,2448,252,192,1,1,251,191
1840.jpg,train,1,3264,2448,255,192,68,1,254,153
1841.jpg,train,1,3264,2448,176,176,30,17,175,175
1846.jpg,train,1,4128,3096,255,192,1,1,233,191
1847.jpg,train,1,4128,3096,166,167,32,52,131,166
1848.jpg,train,1,4128,3096,255,192,16,1,243,191
1849.jpg,train,1,4128,3096,255,192,56,1,219,157
185.jpg,train,1,3264,2448,255,192,12,24,222,159
1851.jpg,train,1,4128,3096,255,192,51,19,194,165
1852.jpg,train,1,4128,3096,255,192,22,1,226,191
1857.jpg,train,1,4128,3096,255,192,1,1,254,191
1858.jpg,train,1,4160,3120,255,192,30,22,131,125
1859.jpg,train,1,4128,3096,255,192,87,67,216,191
1862.jpg,train,1,4128,3096,255,192,1,1,221,191
1867.jpg,train,1,4128,3096,255,192,80,12,254,191
1869.jpg,train,1,4128,3096,153,155,18,42,120,105
187.jpg,train,1,4128,3096,214,192,52,51,213,191
1872.jpg,train,1,3264,2448,198,160,1,1,147,112
1873.jpg,train,1,4128,3096,204,192,34,1,180,143
1874.jpg,train,1,4128,3096,255,192,30,33,231,191
1879.jpg,train,1,640,480,255,192,55,25,206,168
188.jpg,train,1,4128,3096,255,192,23,1,189,121
1881.jpg,train,1,4128,3096,255,192,37,1,178,126
1882.jpg,train,1,4128,3096,255,192,31,46,177,191
1884.jpg,train,1,4128,3096,255,192,1,1,203,191
1887.jpg,train,1,4128,3096,206,191,63,70,190,167
189.jpg,train,1,4128,3096,222,187,31,1,193,158
1890.jpg,train,1,4128,3096,209,192,1,1,138,108
1892.jpg,train,1,4128,3096,255,192,25,1,232,191
1894.jpg,train,1,4160,3120,255,192,33,25,228,191
1895.jpg,train,1,4128,3096,213,192,32,1,212,191
1896.jpg,train,1,4128,3096,255,192,74,1,254,160
1897.jpg,train,1,4128,3096,255,192,1,1,254,191
1898.jpg,train,1,4128,3096,255,192,75,1,178,114
19.jpg,train,1,4128,3096,152,190,22,1,124,189
190.jpg,train,1,4128,3096,255,192,1,1,244,191
1900.jpg,train,1,4128,3096,199,192,1,1,198,191
1902.jpg,train,1,640,480,255,192,1,1,254,191
1903.jpg,train,1,4128,3096,255,192,1,1,220,191
1904.jpg,train,1,3264,2448,224,192,47,31,178,162
1905.jpg,train,1,4128,3096,211,185,34,1,174,184
1906.jpg,train,1,4128,3096,217,192,15,1,199,152
1908.jpg,train,1,4128,3096,255,192,46,20,201,191
1909.jpg,train,1,4128,3096,226,192,1,1,160,191
191.jpg,train,1,4128,3096,172,175,1,32,147,154
1910.jpg,train,1,3264,2448,180,182,16,30,153,181
1911.jpg,train,1,3264,2448,255,192,1,1,235,191
1915.jpg,train,1,4128,3096,255,192,1,1,254,191
1917.jpg,train,1,3264,2448,187,172,1,1,149,159
1918.jpg,train,1,4128,3096,255,192,46,1,164,160
1919.jpg,train,1,4128,3096,255,192,24,1,213,144
192.jpg,train,1,4128,3096,165,165,1,18,141,164
1920.jpg,train,1,4128,3096,255,192,1,1,254,191
1921.jpg,train,1,4128,3096,255,192,1,1,254,191
1923.jpg,train,1,4128,3096,255,192,1,1,254,191
1925.jpg,train,1,3264,2448,240,192,18,1,217,147
1926.jpg,train,1,4128,3096,211,190,34,14,172,162
1927.jpg,train,1,3264,2448,148,149,20,38,124,116
1929.jpg,train,1,4128,3096,209,187,61,1,149,164
193.jpg,train,1,4128,3096,252,192,56,1,218,162
1931.jpg,train,1,4128,3096,153,155,1,23,92,118
1933.jpg,train,1,4128,3096,255,192,1,1,254,191
1935.jpg,train,1,4128,3096,255,192,1,1,254,191
1937.jpg,train,1,3264,2448,179,170,26,36,167,146
1938.jpg,train,1,4128,3096,255,192,20,1,202,167
1940.jpg,train,1,4128,3096,255,192,55,45,186,191
1943.jpg,train,1,4128,3096,214,188,1,1,133,105
1945.jpg,train,1,4128,3096,255,192,21,1,254,173
1946.jpg,train,1,3264,2448,212,176,16,28,127,139
1947.jpg,train,1,4128,3096,255,192,1,1,235,191
195.jpg,train,1,3264,2448,186,169,1,60,163,132
1950.jpg,train,1,4128,3096,201,189,26,13,174,177
1951.jpg,train,1,4128,3096,242,184,46,31,176,167
1954.jpg,train,1,4128,3096,255,192,1,1,219,191
1955.jpg,train,1,3264,2448,171,172,37,39,170,158
1957.jpg,train,1,4128,3096,158,157,1,24,157,156
1961.jpg,train,1,4128,3096,255,192,1,1,254,155
1962.jpg,train,1,4128,3096,255,192,52,1,225,160
1967.jpg,train,1,640,480,183,172,27,107,157,171
197.jpg,train,1,4128,3096,151,158,1,1,87,119
1970.jpg,train,1,3264,2448,255,192,1,1,237,191
1971.jpg,train,1,4128,3096,155,158,29,1,129,144
1972.jpg,train,1,4128,3096,255,192,25,68,184,176
1974.jpg,train,1,4128,3096,255,192,94,1,254,151
1975.jpg,train,1,4128,3096,223,192,23,1,222,168
1976.jpg,train,1,4160,3120,255,192,1,1,254,191
1978.jpg,train,1,4128,3096,255,192,63,1,254,191
1979.jpg,train,1,4128,3096,255,192,1,1,254,177
198.jpg,train,1,4128,3096,217,183,40,35,137,128
1981.jpg,train,1,3264,2448,255,192,1,1,254,191
1982.jpg,train,1,3264,2448,232,121,42,1,187,120
1983.jpg,train,1,3264,2448,149,150,30,48,119,121
1984.jpg,train,1,4128,3096,255,192,13,1,254,191
1985.jpg,train,1,4128,3096,255,192,38,1,200,170
1986.jpg,train,1,4128,3096,249,192,40,19,168,167
1988.jpg,train,1,4128,3096,255,178,1,1,254,177
1991.jpg,train,1,3264,2448,194,166,40,1,179,139
1992.jpg,train,1,4128,3096,255,192,45,1,216,191
1993.jpg,train,1,4128,3096,157,159,1,1,156,158
1997.jpg,train,1,4128,2322,234,144,53,1,207,143
1999.jpg,train,1,4128,3096,232,191,36,1,220,148
2.jpg,train,1,4160,3120,255,192,16,33,185,166
20.jpg,train,1,4160,3120,255,192,27,55,140,146
200.jpg,train,1,4160,3120,255,192,1,1,243,191
2001.jpg,train,1,4128,3096,242,180,45,27,175,164
2002.jpg,train,1,3264,2448,255,192,22,1,240,191
2004.jpg,train,1,4128,3096,231,185,20,12,197,166
2005.jpg,train,1,4128,3096,149,158,1,11,148,157
2007.jpg,train,1,4128,3096,255,192,62,1,210,155
201.jpg,train,1,4160,3120,255,192,1,1,254,191
2015.jpg,train,1,4128,3096,210,191,27,12,153,155
2016.jpg,train,1,4128,3096,166,191,1,29,165,174
2018.jpg,train,1,4128,3096,208,185,47,45,189,159
2020.jpg,train,1,4128,3096,251,192,1,1,222,191
2021.jpg,train,1,4160,3120,255,192,92,29,231,172
